Actual,Predicted
39.4900016784668,39.59999847412109
39.810001373291016,38.869815826416016
39.59999847412109,40.622318267822266
40.18999862670898,38.869815826416016
40.04999923706055,40.56509399414063
40.02000045776367,38.68000030517578
38.7400016784668,40.743919372558594
38.58000183105469,39.09871292114258
39.2599983215332,38.25
39.58000183105469,38.662376403808594
39.36000061035156,40.84000015258789
39.790000915527344,39.320457458496094
38.75,40.84000015258789
38.91999816894531,39.12017059326172
39.400001525878906,40.0
39.959999084472656,41.18741226196289
40.4900016784668,39.59999847412109
40.130001068115234,41.540000915527344
40.34000015258789,40.26466369628906
39.95000076293945,40.52000045776367
40.060001373291016,40.10729598999024
39.56999969482422,39.51359176635742
40.33000183105469,40.708152770996094
40.25,40.56509399414063
39.310001373291016,40.643775939941406
39.61000061035156,39.900001525878906
40.45000076293945,39.33000183105469
40.400001525878906,40.622318267822266
40.970001220703125,39.949928283691406
40.95000076293945,41.540000915527344
41.0,40.743919372558594
40.619998931884766,40.314735412597656
40.720001220703125,40.93705368041992
40.119998931884766,40.90843963623047
39.9900016784668,39.54999923706055
40.470001220703125,39.45636749267578
39.41999816894531,40.46495056152344
38.88999938964844,39.76395034790039
38.560001373291016,39.87839889526367
38.650001525878906,38.25
38.81999969482422,39.54220199584961
39.02000045776367,39.54220199584961
38.400001525878906,40.02000045776367
37.5099983215332,37.98998641967773
36.22999954223633,34.33476257324219
34.68000030517578,35.452430725097656
34.36000061035156,35.4077262878418
35.619998931884766,35.06437683105469
36.63999938964844,36.12303161621094
36.5099983215332,35.12160110473633
36.310001373291016,35.12160110473633
34.75,35.12160110473633
35.529998779296875,34.38483428955078
35.75,34.55829620361328
35.060001373291016,36.24463653564453
36.209999084472656,34.38483428955078
35.540000915527344,35.78683853149414
35.86000061035156,38.77682495117188
35.959999084472656,37.61087417602539
35.54999923706055,36.24463653564453
36.150001525878906,35.78683853149414
36.52000045776367,35.78683853149414
36.400001525878906,36.88125991821289
35.7400016784668,36.88125991821289
35.689998626708984,36.47353363037109
35.04999923706055,36.47353363037109
34.95000076293945,34.82832717895508
34.54999923706055,35.06437683105469
34.45000076293945,33.855506896972656
33.369998931884766,35.06437683105469
33.7400016784668,33.47639465332031
34.33000183105469,33.36194610595703
33.7400016784668,34.14878463745117
34.66999816894531,33.47639465332031
35.34000015258789,35.00536346435547
34.900001525878906,34.14878463745117
35.540000915527344,34.94277572631836
36.0099983215332,35.78683853149414
36.22999954223633,35.679542541503906
35.9900016784668,36.19456481933594
35.630001068115234,36.19456481933594
35.04999923706055,37.61087417602539
35.58000183105469,34.94277572631836
35.779998779296875,36.46638107299805
36.22999954223633,35.679542541503906
36.31999969482422,35.78683853149414
35.900001525878906,36.88125991821289
36.09000015258789,39.29184722900391
37.11000061035156,39.29184722900391
36.83000183105469,36.988555908203125
37.04999923706055,37.467811584472656
37.52000045776367,36.88125991821289
37.70000076293945,37.260372161865234
37.7599983215332,36.587982177734375
38.59000015258789,39.220314025878906
38.27000045776367,39.09156036376953
38.34000015258789,38.06151580810547
38.29999923706055,39.09156036376953
38.13999938964844,38.26895523071289
37.91999816894531,37.86122894287109
37.97999954223633,38.32617950439453
37.65999984741211,38.490699768066406
37.4900016784668,36.25715255737305
36.77000045776367,35.801143646240234
37.33000183105469,36.23032760620117
38.380001068115234,35.801143646240234
39.34000015258789,40.14663696289063
38.5,39.12017059326172
39.27999877929688,38.459999084472656
40.02999877929688,39.54220199584961
40.66999816894531,40.314735412597656
41.34000015258789,40.257511138916016
41.970001220703125,40.951358795166016
41.81999969482422,42.38197326660156
41.060001373291016,42.20000076293945
40.41999816894531,42.50357818603516
40.150001525878906,41.380001068115234
41.09999847412109,39.54999923706055
40.70000076293945,40.30043029785156
41.16999816894531,40.436336517333984
40.97999954223633,41.09442138671875
41.25,42.04999923706055
40.18999862670898,41.530757904052734
40.25,40.11000061035156
40.810001373291016,40.643775939941406
41.43000030517578,41.880001068115234
40.77999877929688,41.52999877929688
40.09999847412109,41.52999877929688
40.83000183105469,39.93562316894531
41.220001220703125,40.07868194580078
41.77000045776367,41.917022705078125
42.13999938964844,40.658084869384766
41.77999877929688,42.209999084472656
42.36000061035156,40.16452026367188
42.16999816894531,42.83977127075195
41.810001373291016,42.70000076293945
40.68999862670898,41.84549331665039
40.54999923706055,40.87982940673828
40.72999954223633,40.12160110473633
39.0,40.75822448730469
38.59000015258789,39.70000076293945
37.93999862670898,39.87839889526367
38.18999862670898,37.19599533081055
36.86000061035156,37.19599533081055
37.61000061035156,37.660945892333984
37.11000061035156,38.77682495117188
37.20000076293945,35.12160110473633
37.2599983215332,38.53719711303711
37.22999954223633,38.77682495117188
37.97999954223633,35.12160110473633
37.61000061035156,35.19313430786133
37.5099983215332,38.39771270751953
37.04999923706055,38.39771270751953
36.11000061035156,38.77682495117188
37.650001525878906,35.452430725097656
37.68999862670898,38.77682495117188
37.06999969482422,36.49499130249024
37.18999862670898,35.12160110473633
37.41999816894531,35.12160110473633
36.040000915527344,35.12160110473633
34.79999923706055,35.452430725097656
35.369998931884766,34.33476257324219
35.849998474121094,36.10872650146485
35.33000183105469,38.77682495117188
36.220001220703125,35.06437683105469
37.08000183105469,35.67238998413086
37.869998931884766,37.19599533081055
37.18999862670898,34.55829620361328
37.43999862670898,36.25715255737305
38.02999877929688,37.260372161865234
37.16999816894531,39.09156036376953
37.47999954223633,37.045780181884766
37.630001068115234,35.12160110473633
37.59000015258789,35.12160110473633
37.34999847412109,35.12160110473633
38.59000015258789,35.12160110473633
39.040000915527344,38.39771270751953
39.20000076293945,38.662376403808594
39.34000015258789,38.855506896972656
39.43000030517578,39.34907150268555
38.09000015258789,39.34907150268555
38.130001068115234,37.74678039550781
37.97999954223633,37.77000045776367
39.22999954223633,34.33476257324219
39.02000045776367,39.01287460327149
38.290000915527344,38.49785232543945
38.97999954223633,38.49785232543945
39.290000915527344,38.96280288696289
40.18999862670898,39.11000061035156
39.650001525878906,40.257511138916016
39.880001068115234,39.54220199584961
39.470001220703125,40.38626480102539
39.43000030517578,40.708152770996094
39.52000045776367,39.70000076293945
40.15999984741211,39.70000076293945
40.119998931884766,40.150001525878906
39.84999847412109,39.51359176635742
40.310001373291016,39.900001525878906
40.0099983215332,40.56509399414063
39.2599983215332,40.26466369628906
40.2400016784668,39.37768173217773
39.470001220703125,40.150001525878906
39.540000915527344,38.36909866333008
39.40999984741211,39.900001525878906
39.75,39.76395034790039
40.68999862670898,39.59999847412109
40.77999877929688,40.56509399414063
40.90999984741211,40.743919372558594
41.310001373291016,40.200286865234375
41.400001525878906,40.314735412597656
41.52000045776367,40.658084869384766
41.93000030517578,41.33000183105469
41.79999923706055,41.95000076293945
41.630001068115234,40.87982940673828
41.31999969482422,41.48068618774414
41.58000183105469,41.4234619140625
41.18000030517578,42.119998931884766
40.91999816894531,42.119998931884766
41.709999084472656,40.87982940673828
41.2400016784668,42.119998931884766
40.52000045776367,40.69384765625
40.959999084472656,40.87982940673828
41.43000030517578,39.720001220703125
41.33000183105469,41.0872688293457
42.0,41.26609420776367
42.459999084472656,41.45000076293945
42.72999954223633,42.709999084472656
42.619998931884766,42.20000076293945
42.93999862670898,42.5
44.40999984741211,39.52074432373047
44.31999969482422,43.06999969482422
44.560001373291016,43.27610778808594
44.88999938964844,42.97999954223633
44.56999969482422,51.144493103027344
45.02999877929688,51.144493103027344
45.41999816894531,51.144493103027344
45.5099983215332,51.144493103027344
45.81999969482422,51.144493103027344
45.88999938964844,51.144493103027344
45.95000076293945,51.144493103027344
45.900001525878906,51.144493103027344
45.720001220703125,51.144493103027344
45.86000061035156,51.144493103027344
45.75,51.144493103027344
46.150001525878906,51.144493103027344
46.09000015258789,51.144493103027344
45.36000061035156,51.144493103027344
44.91999816894531,51.144493103027344
44.90999984741211,51.144493103027344
44.93999862670898,51.144493103027344
45.369998931884766,51.144493103027344
45.36000061035156,51.144493103027344
46.13999938964844,51.144493103027344
46.15999984741211,51.144493103027344
46.02999877929688,51.144493103027344
46.68000030517578,51.144493103027344
44.119998931884766,51.144493103027344
42.2599983215332,41.48783874511719
43.11000061035156,40.59370422363281
43.7599983215332,41.97999954223633
44.36000061035156,42.918453216552734
44.59999847412109,42.97999954223633
43.75,51.144493103027344
44.470001220703125,42.918453216552734
44.41999816894531,42.918453216552734
45.47999954223633,51.144493103027344
45.400001525878906,51.144493103027344
46.52999877929688,51.144493103027344
46.40999984741211,51.144493103027344
46.79999923706055,51.144493103027344
46.66999816894531,51.144493103027344
46.79999923706055,51.144493103027344
46.97999954223633,51.144493103027344
47.0099983215332,51.144493103027344
46.66999816894531,51.144493103027344
